,householdID,est_inc_USD,est_netw_USD,hhold_field,hhold_oldest,hhold_pax,hhold_youngest,homeState,hhold_car,stream_subs,primary
1616,1617,68741.0,455914.0,Govt,44,3,9,US_Other,SUV,7,consume
1617,1618,49182.0,420197.0,Govt,50,7,13,Maine,Compact/Hybrid,3,entertain
1618,1619,78715.0,468706.0,Education,53,3,13,Maine,SUV,4,entertain
1619,1620,105827.0,508616.0,Services,47,8,10,US_Other,Sedan,6,entertain
1620,1621,105660.0,545363.0,Tech,41,8,10,US_Other,Sedan,7,entertain
1621,1622,45941.0,467516.0,Govt,40,2,15,Maine,Compact/Hybrid,5,entertain
1622,1623,117695.0,468567.0,Finance,52,4,13,Vermont,,3,consume
1623,1624,125825.0,530873.0,Govt,44,8,10,Maine,Sedan,6,entertain
1624,1625,123558.0,602055.0,Tech,47,4,9,Quebec,LuxurySedan,5,entertain
1625,1626,80931.0,431938.0,Education,43,7,13,US_Other,SUV,5,entertain
1626,1627,99256.0,550542.0,Govt,47,5,14,US_Other,,6,entertain
1627,1628,95641.0,435729.0,Education,51,4,15,Quebec,Sedan,6,consume
1628,1629,95835.0,499362.0,Govt,41,1,41,Quebec,SUV,2,entertain
1629,1630,109182.0,464701.0,Tech,46,4,7,Maine,SUV,4,consume
1630,1631,55047.0,455037.0,Education,44,5,13,Quebec,Pickup,1,entertain
1631,1632,101975.0,436367.0,Finance,45,3,8,Maine,Sedan,0,consume
1632,1633,108534.0,362956.0,Finance,50,9,17,Maine,SUV,4,consume
1633,1634,73260.0,504530.0,Govt,38,1,38,Quebec,Pickup,5,consume
1634,1635,169034.0,621451.0,Tech,56,6,1,Can_Other,SUV,6,consume
1635,1636,92935.0,361964.0,Services,48,3,13,US_Other,Sedan,3,entertain
1636,1637,132314.0,538352.0,Finance,45,4,17,Maine,Compact/Hybrid,5,consume
1637,1638,123725.0,575663.0,Tech,43,3,12,New Hampshire,Pickup,2,consume
1638,1639,110707.0,603864.0,Education,51,3,13,Maine,,5,entertain
1639,1640,82148.0,445518.0,Govt,43,8,15,Maine,SUV,2,consume
1640,1641,136009.0,566050.0,Finance,51,7,8,Quebec,Sedan,2,consume
1641,1642,41719.0,383826.0,Govt,45,6,11,Rhode Island,LuxurySedan,4,consume
1642,1643,74249.0,368575.0,Education,48,4,14,Quebec,SUV,4,entertain
1643,1644,94209.0,495544.0,Govt,46,6,18,New Hampshire,Pickup,5,entertain
1644,1645,78131.0,320333.0,Education,49,5,13,Maine,Sedan,6,consume
1645,1646,61312.0,445600.0,Education,42,2,18,US_Other,LuxurySedan,3,consume
1646,1647,75154.0,406146.0,Services,38,7,14,New Hampshire,SUV,3,entertain
1647,1648,74147.0,401935.0,Govt,50,1,50,New Hampshire,SUV,2,entertain
1648,1649,107547.0,420078.0,Finance,51,6,12,Vermont,Sedan,6,consume
1649,1650,109890.0,498475.0,Finance,46,1,46,Can_Other,Pickup,3,entertain
1650,1651,68558.0,411890.0,Finance,44,4,11,Maine,Sedan,6,entertain
1651,1652,120195.0,529574.0,Tech,48,4,11,Maine,Sedan,4,entertain
1652,1653,106713.0,447419.0,Finance,45,1,45,New Hampshire,SUV,3,consume
1653,1654,165508.0,541216.0,Finance,50,3,9,Maine,SUV,4,consume
1654,1655,44071.0,411117.0,Govt,38,4,11,Maine,SUV,5,entertain
1655,1656,81735.0,440081.0,Services,48,4,16,Maine,SUV,3,entertain
1656,1657,84336.0,473705.0,Education,48,3,17,New York,Pickup,3,entertain
1657,1658,61435.0,463173.0,Govt,40,6,16,Maine,LuxurySedan,0,entertain
1658,1659,112492.0,492585.0,Tech,44,6,23,US_Other,Pickup,2,entertain
1659,1660,131414.0,612243.0,Services,48,2,16,US_Other,SUV,1,consume
1660,1661,107569.0,494575.0,Services,42,3,15,Vermont,LuxurySedan,2,consume
1661,1662,81532.0,366585.0,Services,47,7,11,Rhode Island,Sedan,2,entertain
1662,1663,48106.0,383007.0,Education,48,6,17,Maine,SUV,6,entertain
1663,1664,108395.0,594851.0,Govt,46,4,8,US_Other,LuxurySedan,3,consume
1664,1665,94945.0,549650.0,Manufacturing,45,6,19,Rhode Island,Pickup,3,consume
1665,1666,89512.0,468250.0,Finance,49,6,11,Ontario,Pickup,8,entertain
1666,1667,99058.0,504291.0,Education,49,4,24,New Hampshire,Sedan,3,consume
1667,1668,105681.0,577634.0,Govt,47,3,10,Quebec,LuxurySedan,2,entertain
1668,1669,98242.0,470487.0,Finance,44,4,14,Maine,Pickup,2,entertain
1669,1670,89795.0,395025.0,Manufacturing,38,3,13,US_Other,SUV,7,consume
1670,1671,84631.0,453747.0,Education,50,9,17,Maine,Compact/Hybrid,5,consume
1671,1672,94055.0,343879.0,Finance,48,9,9,New York,SUV,5,consume
1672,1673,69316.0,481169.0,Govt,46,4,11,Maine,Sedan,6,entertain
1673,1674,64354.0,472835.0,Govt,48,6,22,Maine,SUV,4,consume
1674,1675,61019.0,428696.0,Govt,39,3,9,Quebec,Compact/Hybrid,4,consume
1675,1676,103383.0,396482.0,Tech,41,5,9,Massachusetts,SUV,3,entertain
1676,1677,48316.0,360351.0,Other,51,4,15,New Hampshire,Sedan,3,consume
1677,1678,93811.0,472540.0,Govt,42,3,8,Rhode Island,LuxurySedan,2,consume
1678,1679,96930.0,551339.0,Education,42,6,17,Vermont,SUV,2,entertain
1679,1680,96675.0,432352.0,Govt,35,4,12,Rhode Island,SUV,4,consume
1680,1681,54456.0,405178.0,Govt,47,3,10,Maine,Sedan,2,entertain
1681,1682,80316.0,457484.0,Manufacturing,48,5,17,New Hampshire,Sedan,1,entertain
1682,1683,101714.0,538625.0,Govt,42,7,18,Vermont,SUV,3,consume
1683,1684,93018.0,394287.0,Finance,47,2,10,Maine,SUV,6,consume
1684,1685,45427.0,360863.0,Education,50,5,13,New York,LuxurySedan,8,consume
1685,1686,142626.0,636726.0,Govt,49,5,11,Connecticut,LuxurySedan,4,entertain
1686,1687,82136.0,333319.0,Services,40,5,13,Maine,SUV,7,entertain
1687,1688,135206.0,450775.0,Tech,42,5,9,Maine,SUV,4,consume
1688,1689,96948.0,455500.0,Services,42,8,12,Maine,,5,entertain
1689,1690,118128.0,544638.0,Finance,51,3,5,Massachusetts,SUV,4,consume
1690,1691,80847.0,400761.0,Education,39,6,13,Vermont,SUV,4,entertain
1691,1692,97970.0,471027.0,Finance,41,3,14,Maine,Pickup,1,consume
1692,1693,75970.0,444007.0,Education,40,3,15,Maine,SUV,6,consume
1693,1694,126136.0,465677.0,Finance,45,5,14,Maine,SUV,2,consume
1694,1695,103948.0,523694.0,Finance,39,5,9,New Hampshire,Pickup,4,entertain
1695,1696,34213.0,338808.0,Govt,47,2,15,Quebec,SUV,7,entertain
1696,1697,134337.0,511615.0,Tech,49,1,49,New Hampshire,SUV,0,consume
1697,1698,100476.0,530026.0,Services,46,5,14,Maine,SUV,5,entertain
1698,1699,107208.0,546544.0,Services,41,7,17,Maine,Pickup,6,entertain
1699,1700,62359.0,502358.0,Govt,39,2,19,Maine,Compact/Hybrid,3,consume
1700,1701,81321.0,479163.0,Other,43,3,7,Connecticut,LuxurySedan,4,entertain
1701,1702,82461.0,427624.0,Govt,53,3,19,Quebec,Sedan,2,consume
1702,1703,43747.0,456156.0,Govt,45,2,13,New Hampshire,,3,consume
1703,1704,155513.0,656043.0,Tech,50,2,12,Maine,SUV,4,consume
1704,1705,73634.0,437144.0,Services,48,3,14,Connecticut,Sedan,3,entertain
1705,1706,65548.0,407905.0,Govt,44,6,14,Maine,SUV,5,entertain
1706,1707,83250.0,437964.0,Education,45,3,15,Ontario,SUV,2,entertain
1707,1708,76940.0,446010.0,Tech,34,10,9,New York,LuxurySedan,2,entertain
1708,1709,108617.0,419935.0,Tech,44,5,9,Massachusetts,SUV,3,entertain
1709,1710,63070.0,469593.0,Services,42,7,15,New Hampshire,SUV,4,entertain
1710,1711,83839.0,415552.0,Tech,48,4,15,Ontario,Sedan,3,entertain
1711,1712,126351.0,401114.0,Tech,42,4,14,Ontario,Compact/Hybrid,7,consume
1712,1713,96778.0,392474.0,Tech,55,3,12,Maine,SUV,4,consume
1713,1714,54665.0,428443.0,Tech,44,8,4,Ontario,Sedan,5,entertain
1714,1715,74585.0,300097.0,Finance,45,1,45,Vermont,Sedan,2,consume
1715,1716,98148.0,456635.0,Manufacturing,57,4,17,Maine,Pickup,2,entertain
1716,1717,119833.0,537100.0,Finance,42,6,9,Maine,Sedan,4,entertain
1717,1718,58883.0,389406.0,Services,39,4,11,Maine,LuxurySedan,4,entertain
1718,1719,102834.0,446035.0,Finance,51,2,11,Maine,SUV,4,consume
1719,1720,105819.0,517427.0,Services,48,4,19,Massachusetts,SUV,0,entertain
1720,1721,89896.0,483954.0,Govt,48,5,9,Maine,SUV,8,entertain
1721,1722,83907.0,483947.0,Services,51,1,51,Maine,SUV,2,consume
1722,1723,108258.0,349921.0,Finance,46,7,14,Massachusetts,Sedan,2,consume
1723,1724,118100.0,416755.0,Services,49,6,10,Rhode Island,Sedan,6,entertain
1724,1725,136758.0,425301.0,Tech,54,5,16,New Hampshire,Pickup,4,entertain
1725,1726,67798.0,451290.0,Govt,37,6,10,Ontario,Pickup,4,consume
1726,1727,74371.0,375794.0,Govt,39,4,16,Ontario,Compact/Hybrid,5,entertain
1727,1728,135083.0,538380.0,Finance,47,5,1,Maine,SUV,4,consume
1728,1729,75864.0,362995.0,Tech,45,6,13,Maine,,5,entertain
1729,1730,77646.0,358349.0,Finance,47,4,19,US_Other,LuxurySedan,5,consume
1730,1731,50029.0,333102.0,Finance,46,5,11,New Hampshire,LuxurySedan,2,entertain
1731,1732,77649.0,475327.0,Services,38,6,13,New Hampshire,SUV,4,entertain
1732,1733,104462.0,519955.0,Govt,46,3,20,Maine,SUV,5,consume
1733,1734,129949.0,457310.0,Finance,43,4,12,US_Other,Compact/Hybrid,4,entertain
1734,1735,44375.0,267527.0,Services,44,5,14,Can_Other,LuxurySedan,7,entertain
1735,1736,92874.0,484419.0,Finance,49,3,11,New Hampshire,Compact/Hybrid,6,entertain
1736,1737,157839.0,474710.0,Finance,50,6,6,Maine,LuxurySedan,1,consume
1737,1738,88188.0,481462.0,Govt,36,6,13,Massachusetts,Pickup,4,entertain
1738,1739,42406.0,455895.0,Govt,43,4,17,Quebec,SUV,4,consume
1739,1740,57488.0,434329.0,Education,37,2,12,Maine,SUV,9,entertain
1740,1741,89348.0,510162.0,Tech,44,6,11,Vermont,LuxurySedan,2,entertain
1741,1742,141677.0,518802.0,Finance,47,1,47,Maine,Pickup,2,consume
1742,1743,89717.0,525411.0,Govt,52,5,21,Maine,LuxurySedan,4,entertain
1743,1744,143368.0,540530.0,Finance,52,8,11,Ontario,SUV,7,entertain
1744,1745,157724.0,535768.0,Finance,48,5,18,New York,Sedan,3,entertain
1745,1746,59794.0,432833.0,Govt,43,3,18,Ontario,Compact/Hybrid,4,consume
1746,1747,141815.0,510898.0,Tech,48,4,12,Maine,LuxurySedan,4,consume
1747,1748,82300.0,382114.0,Education,45,6,17,Maine,SUV,7,consume
1748,1749,106872.0,527306.0,Education,50,3,13,Massachusetts,SUV,3,consume
1749,1750,112134.0,494018.0,Govt,39,4,7,Maine,Sedan,4,entertain
1750,1751,116460.0,487776.0,Tech,47,5,13,Ontario,SUV,5,entertain
1751,1752,79747.0,446369.0,Other,44,4,10,Maine,SUV,7,entertain
1752,1753,93798.0,497255.0,Govt,44,2,20,Maine,,9,consume
1753,1754,139003.0,519287.0,Finance,37,3,15,New York,SUV,3,consume
1754,1755,60582.0,429207.0,Services,48,6,14,Maine,Pickup,3,consume
1755,1756,69026.0,417732.0,Finance,46,7,12,Ontario,LuxurySedan,4,entertain
1756,1757,87312.0,478252.0,Finance,49,3,16,Massachusetts,SUV,2,consume
1757,1758,36580.0,338001.0,Govt,45,6,18,Maine,SUV,2,entertain
1758,1759,72498.0,509017.0,Govt,55,4,17,New York,SUV,6,consume
1759,1760,78375.0,402902.0,Services,51,3,16,New York,SUV,5,entertain
1760,1761,104727.0,503352.0,Govt,55,8,14,Maine,SUV,3,consume
1761,1762,160967.0,550331.0,Finance,45,5,15,Vermont,SUV,6,consume
1762,1763,91113.0,469584.0,Govt,43,4,10,Vermont,SUV,2,consume
1763,1764,87299.0,452197.0,Govt,44,4,15,Maine,Sedan,0,entertain
1764,1765,68831.0,386228.0,Education,43,4,15,Maine,Sedan,3,entertain
1765,1766,79697.0,485012.0,Govt,41,2,16,Maine,SUV,3,consume
1766,1767,119993.0,478944.0,Finance,45,1,45,Maine,SUV,5,consume
1767,1768,99787.0,527218.0,Govt,51,6,14,Vermont,SUV,8,consume
1768,1769,126966.0,447821.0,Tech,37,4,12,Maine,SUV,6,entertain
1769,1770,126131.0,541786.0,Finance,50,3,14,Maine,SUV,4,consume
1770,1771,90844.0,325245.0,Finance,47,5,11,Maine,Pickup,7,consume
1771,1772,40360.0,383553.0,Govt,41,8,13,Quebec,Compact/Hybrid,4,consume
1772,1773,107667.0,393239.0,Tech,41,4,10,Ontario,LuxurySedan,2,consume
1773,1774,76790.0,452721.0,Education,55,1,55,Maine,SUV,4,entertain
1774,1775,100349.0,525746.0,Govt,49,7,16,Maine,LuxurySedan,2,entertain
1775,1776,100362.0,408028.0,Tech,39,6,12,Maine,,5,consume
1776,1777,65107.0,479742.0,Govt,53,6,10,Maine,,5,consume
1777,1778,85500.0,578266.0,Education,48,5,16,Maine,Compact/Hybrid,6,entertain
1778,1779,65761.0,401690.0,Govt,43,5,8,Connecticut,Pickup,4,entertain
1779,1780,122043.0,571458.0,Govt,45,7,12,Ontario,SUV,4,consume
1780,1781,118951.0,543845.0,Govt,51,7,18,Maine,Sedan,4,consume
1781,1782,99551.0,441488.0,Tech,46,4,13,Maine,Sedan,6,consume
1782,1783,88196.0,428397.0,Tech,42,4,6,Maine,LuxurySedan,8,entertain
1783,1784,40914.0,366266.0,Govt,45,4,15,Maine,SUV,2,consume
1784,1785,58534.0,382915.0,Finance,47,6,9,New York,SUV,5,entertain
1785,1786,55204.0,363841.0,Govt,41,7,22,Maine,SUV,4,consume
1786,1787,97806.0,460367.0,Education,41,5,14,Maine,Sedan,4,entertain
1787,1788,137203.0,485645.0,Finance,35,3,11,Can_Other,Sedan,4,consume
1788,1789,86776.0,436108.0,Govt,42,6,16,Massachusetts,SUV,1,entertain
1789,1790,86338.0,501744.0,Services,42,6,15,New York,LuxurySedan,4,consume
1790,1791,113764.0,501935.0,Tech,44,4,7,New Hampshire,SUV,7,entertain
1791,1792,160121.0,650734.0,Tech,42,7,6,Maine,LuxurySedan,1,consume
1792,1793,120628.0,503426.0,Services,54,6,16,Ontario,Pickup,5,consume
1793,1794,130325.0,472367.0,Tech,58,2,12,Maine,SUV,5,entertain
1794,1795,91609.0,477551.0,Govt,47,1,47,New Hampshire,Pickup,5,consume
1795,1796,112765.0,612492.0,Services,50,3,20,Maine,Sedan,1,entertain
1796,1797,65902.0,479643.0,Govt,43,4,15,Quebec,Compact/Hybrid,2,entertain
1797,1798,68670.0,420374.0,Services,42,5,15,New Hampshire,LuxurySedan,5,entertain
1798,1799,89378.0,567427.0,Tech,35,6,8,Maine,LuxurySedan,4,entertain
1799,1800,81635.0,551927.0,Govt,43,5,15,New York,SUV,4,entertain
1800,1801,123569.0,578729.0,Finance,47,5,13,Maine,Sedan,6,consume
1801,1802,44860.0,444170.0,Govt,48,6,8,Quebec,Sedan,6,consume
1802,1803,111031.0,485499.0,Govt,56,6,15,Maine,SUV,5,entertain
1803,1804,111387.0,506588.0,Govt,41,2,16,Maine,LuxurySedan,5,entertain
1804,1805,108583.0,393926.0,Tech,34,7,10,Maine,SUV,5,entertain
1805,1806,134548.0,521991.0,Tech,42,7,10,New York,Compact/Hybrid,4,consume
1806,1807,42490.0,392421.0,Govt,51,4,16,Maine,LuxurySedan,4,entertain
1807,1808,93944.0,427835.0,Finance,42,4,16,US_Other,Sedan,6,entertain
1808,1809,106598.0,546722.0,Education,50,6,20,Maine,Compact/Hybrid,3,consume
1809,1810,90429.0,384285.0,Education,49,5,16,Maine,SUV,6,consume
1810,1811,76885.0,444368.0,Govt,39,3,17,New Hampshire,Sedan,3,consume
1811,1812,62726.0,439473.0,Govt,51,6,11,Maine,Pickup,3,entertain
1812,1813,95209.0,393912.0,Services,36,7,12,Maine,Sedan,2,entertain
1813,1814,135670.0,596031.0,Finance,45,4,12,Maine,SUV,2,entertain
1814,1815,108809.0,492752.0,Tech,41,3,18,Maine,Sedan,5,consume
1815,1816,72953.0,479600.0,Govt,43,6,15,Maine,LuxurySedan,4,consume
1816,1817,102146.0,513418.0,Tech,43,5,10,Maine,Compact/Hybrid,1,entertain
1817,1818,107164.0,518503.0,Other,39,7,11,Maine,Sedan,3,entertain
1818,1819,146025.0,513543.0,Finance,42,4,16,Maine,Sedan,6,entertain
1819,1820,84031.0,311069.0,Tech,55,4,18,Maine,SUV,4,consume
1820,1821,126784.0,642096.0,Govt,50,5,10,US_Other,SUV,6,entertain
1821,1822,136517.0,569711.0,Tech,43,3,5,Maine,Pickup,4,consume
1822,1823,55581.0,424249.0,Education,40,4,19,Vermont,Compact/Hybrid,2,consume
1823,1824,56657.0,389326.0,Services,38,5,15,Maine,Compact/Hybrid,3,entertain
1824,1825,82118.0,508326.0,Services,52,7,13,New York,LuxurySedan,1,consume
1825,1826,47623.0,375221.0,Govt,52,5,19,Maine,SUV,4,consume
1826,1827,131502.0,536800.0,Finance,50,5,13,Maine,LuxurySedan,0,entertain
1827,1828,127048.0,405634.0,Tech,40,3,12,US_Other,SUV,5,consume
1828,1829,91089.0,524018.0,Education,43,6,14,Can_Other,LuxurySedan,7,entertain
1829,1830,114079.0,555127.0,Services,50,5,12,Quebec,SUV,2,consume
1830,1831,86801.0,420901.0,Finance,45,5,18,Maine,SUV,4,consume
1831,1832,143853.0,573731.0,Services,48,7,11,Vermont,LuxurySedan,4,entertain
1832,1833,49707.0,388920.0,Govt,45,7,15,Maine,Sedan,5,consume
1833,1834,96041.0,390485.0,Tech,52,5,20,Vermont,,8,consume
1834,1835,72471.0,482266.0,Govt,48,7,16,Massachusetts,SUV,7,consume
1835,1836,108627.0,563715.0,Govt,42,6,10,Maine,SUV,6,consume
1836,1837,125447.0,535120.0,Services,38,3,12,Massachusetts,LuxurySedan,2,entertain
1837,1838,111562.0,507449.0,Finance,43,1,43,Ontario,LuxurySedan,3,consume
1838,1839,55463.0,351624.0,Services,48,7,12,New York,LuxurySedan,2,entertain
1839,1840,97909.0,405913.0,Finance,50,6,11,New Hampshire,LuxurySedan,7,consume
1840,1841,84794.0,485565.0,Services,45,6,2,New York,LuxurySedan,4,entertain
1841,1842,71362.0,443703.0,Govt,49,3,18,US_Other,Pickup,0,entertain
1842,1843,70424.0,535619.0,Education,41,3,17,Maine,Pickup,3,entertain
1843,1844,133532.0,448788.0,Tech,48,5,16,Maine,,3,consume
1844,1845,56783.0,489732.0,Govt,48,5,13,Vermont,LuxurySedan,4,consume
1845,1846,150598.0,572488.0,Tech,57,7,10,Maine,LuxurySedan,1,entertain
1846,1847,121825.0,416036.0,Tech,48,3,12,Maine,SUV,4,consume
1847,1848,92554.0,436620.0,Govt,46,5,16,New York,Sedan,6,consume
1848,1849,122020.0,562815.0,Finance,50,7,9,Quebec,Pickup,6,entertain
1849,1850,73151.0,420018.0,Education,54,4,16,New Hampshire,Compact/Hybrid,4,entertain
1850,1851,119742.0,509138.0,Finance,46,2,14,Maine,SUV,3,consume
1851,1852,74839.0,519083.0,Education,48,5,13,US_Other,SUV,6,consume
1852,1853,80837.0,449940.0,Govt,50,7,4,Quebec,SUV,4,entertain
1853,1854,89313.0,576627.0,Govt,45,4,18,Ontario,Sedan,6,entertain
1854,1855,73956.0,429335.0,Services,46,6,13,New York,LuxurySedan,5,entertain
1855,1856,97080.0,464320.0,Services,48,4,14,Maine,,3,entertain
1856,1857,77921.0,450966.0,Services,43,4,20,Quebec,SUV,4,consume
1857,1858,74126.0,472158.0,Manufacturing,46,3,13,Maine,SUV,7,consume
1858,1859,91379.0,608009.0,Services,44,8,14,Maine,Pickup,6,entertain
1859,1860,86778.0,417115.0,Govt,53,6,15,Maine,SUV,2,consume
1860,1861,75095.0,504028.0,Services,48,7,15,Maine,SUV,2,consume
1861,1862,113973.0,443905.0,Finance,46,8,14,Maine,LuxurySedan,5,entertain
1862,1863,81395.0,468191.0,Govt,46,5,17,Maine,SUV,4,entertain
1863,1864,113134.0,432494.0,Tech,38,5,15,Maine,SUV,3,consume
1864,1865,83218.0,507563.0,Tech,43,4,12,New York,Sedan,6,entertain
1865,1866,43774.0,404419.0,Govt,53,7,14,Vermont,SUV,2,entertain
1866,1867,89927.0,507638.0,Finance,44,4,11,Vermont,SUV,4,entertain
1867,1868,81151.0,426075.0,Govt,42,4,14,New Hampshire,Sedan,2,consume
1868,1869,60212.0,449110.0,Education,51,5,12,Maine,SUV,2,entertain
1869,1870,87229.0,448562.0,Govt,50,2,10,Quebec,Pickup,4,entertain
1870,1871,82174.0,348461.0,Govt,50,4,8,Vermont,SUV,6,entertain
1871,1872,119328.0,472651.0,Finance,48,3,10,New Hampshire,Sedan,2,consume
1872,1873,50982.0,355025.0,Education,54,2,13,US_Other,Sedan,5,entertain
1873,1874,86820.0,372065.0,Finance,42,2,15,Ontario,Pickup,3,entertain
1874,1875,115272.0,503402.0,Finance,40,5,12,Maine,SUV,2,consume
1875,1876,118112.0,530482.0,Finance,48,3,4,Maine,,5,consume
1876,1877,90548.0,490889.0,Finance,38,7,10,Quebec,Sedan,3,entertain
1877,1878,74960.0,465291.0,Education,48,5,12,Maine,LuxurySedan,5,entertain
1878,1879,69023.0,392657.0,Services,47,6,22,US_Other,Sedan,6,consume
1879,1880,126569.0,540369.0,Services,47,8,15,Ontario,SUV,3,entertain
1880,1881,116857.0,445547.0,Finance,55,5,19,Maine,LuxurySedan,5,consume
1881,1882,107249.0,513779.0,Finance,48,3,12,New York,SUV,2,consume
1882,1883,126138.0,529727.0,Finance,47,2,14,New Hampshire,LuxurySedan,2,entertain
1883,1884,141099.0,509646.0,Tech,41,3,6,Quebec,Pickup,6,entertain
1884,1885,99031.0,503209.0,Services,38,2,20,Maine,SUV,1,entertain
1885,1886,95322.0,589503.0,Tech,40,7,11,Maine,SUV,6,consume
1886,1887,104447.0,414219.0,Tech,41,4,8,Ontario,Compact/Hybrid,4,consume
1887,1888,127260.0,519739.0,Tech,40,5,8,Massachusetts,SUV,4,consume
1888,1889,129611.0,495401.0,Tech,43,5,18,Rhode Island,Pickup,3,entertain
1889,1890,136074.0,484974.0,Tech,47,3,14,Maine,Sedan,3,entertain
1890,1891,62916.0,446178.0,Education,39,5,17,Maine,SUV,3,entertain
1891,1892,105474.0,421643.0,Tech,50,6,4,New Hampshire,SUV,3,entertain
1892,1893,102285.0,456896.0,Govt,38,6,16,Maine,SUV,1,consume
1893,1894,113111.0,454625.0,Finance,50,7,17,Can_Other,Pickup,4,consume
1894,1895,84610.0,500750.0,Services,48,3,14,Quebec,Sedan,4,consume
1895,1896,113851.0,472766.0,Finance,37,6,13,Maine,LuxurySedan,4,entertain
1896,1897,104860.0,461846.0,Manufacturing,52,4,15,Rhode Island,Pickup,4,entertain
1897,1898,110097.0,489455.0,Finance,51,5,18,New Hampshire,Sedan,3,entertain
1898,1899,117330.0,588124.0,Education,41,3,13,Quebec,LuxurySedan,6,entertain
1899,1900,130776.0,611868.0,Education,51,6,13,Quebec,Sedan,3,consume
1900,1901,153629.0,540853.0,Finance,42,7,12,Maine,LuxurySedan,3,entertain
1901,1902,72328.0,442055.0,Tech,41,6,11,US_Other,LuxurySedan,6,entertain
1902,1903,157160.0,563555.0,Finance,39,5,13,US_Other,Sedan,9,consume
1903,1904,91446.0,420118.0,Finance,46,4,6,Maine,SUV,4,consume
1904,1905,154356.0,614798.0,Finance,46,7,1,New Hampshire,SUV,6,consume
1905,1906,115309.0,435386.0,Tech,50,4,14,Maine,SUV,2,consume
1906,1907,86234.0,425452.0,Finance,41,5,14,Maine,SUV,4,consume
1907,1908,57986.0,366568.0,Govt,42,1,42,New Hampshire,Sedan,5,consume
1908,1909,115232.0,524519.0,Education,48,5,18,Maine,SUV,4,entertain
1909,1910,129048.0,523564.0,Tech,49,2,13,Maine,SUV,4,entertain
1910,1911,100664.0,356651.0,Tech,51,2,11,Vermont,SUV,6,consume
1911,1912,83087.0,446320.0,Services,47,4,18,Vermont,LuxurySedan,6,entertain
1912,1913,76209.0,369285.0,Tech,56,5,17,Maine,Compact/Hybrid,2,consume
1913,1914,71750.0,401968.0,Other,41,5,11,Maine,Compact/Hybrid,6,entertain
1914,1915,87126.0,431040.0,Govt,48,3,14,Quebec,Compact/Hybrid,5,entertain
1915,1916,66436.0,404173.0,Services,37,5,12,Massachusetts,LuxurySedan,5,entertain
1916,1917,139332.0,549017.0,Education,48,6,16,Maine,SUV,4,entertain
1917,1918,96525.0,434782.0,Finance,39,5,6,Maine,SUV,7,consume
1918,1919,108908.0,387549.0,Tech,45,2,8,Vermont,,3,consume
1919,1920,120758.0,512387.0,Finance,50,3,14,Ontario,Sedan,5,consume
1920,1921,54878.0,388990.0,Govt,52,6,12,New York,Compact/Hybrid,3,entertain
1921,1922,125420.0,549545.0,Tech,46,4,20,Vermont,Compact/Hybrid,6,consume
1922,1923,43143.0,361659.0,Govt,47,1,47,Maine,SUV,4,consume
1923,1924,89502.0,463299.0,Finance,34,3,11,Maine,SUV,5,entertain
1924,1925,91534.0,511978.0,Govt,50,5,14,Maine,SUV,5,consume
1925,1926,88973.0,529638.0,Govt,40,5,8,Quebec,SUV,4,consume
1926,1927,107621.0,529025.0,Services,46,5,16,Maine,Compact/Hybrid,2,entertain
